	
# Curve 0 of 1, 3038 points	# Curve 0 of 1, 2999 points
# Curve title: "net skip 1 u 1:(1)"	# Curve title: "net skip 1 u 2:(1)"
# x y type	# x y type
 0  80  i	 0  118  i
 1  174  i	 1  72  i
 2  97  i	 2  103  i
 3  177  i	 3  17  i
 4  132  i	 4  52  i
 5  139  i	 5  149  i
 6  127  i	 6  2  i
 7  167  i	 7  114  i
 8  224  i	 8  150  i
 9  160  i	 9  75  i
 10  37  i	 10  76  i
 11  164  i	 11  115  i
 12  137  i	 12  145  i
 13  134  i	 13  76  i
 14  125  i	 14  103  i
 15  104  i	 15  118  i
 16  155  i	 16  53  i
 17  100  i	 17  65  i
 18  159  i	 18  86  i
 19  145  i	 19  245  i
 20  114  i	 20  179  i
 21  84  i	 21  132  i
 22  104  i	 22  181  i
 23  77  i	 23  97  i
 24  116  i	 24  111  i
 25  146  i	 25  100  i
 26  156  i	 26  141  i
 27  86  i	 27  87  i
 28  176  i	 29  150  i
 29  90  i	 30  87  i
 30  191  i	 31  58  i
 31  154  i	 32  200  i
 32  194  i	 33  148  i
 33  98  i	 34  153  i
 34  130  i	 35  103  i
 35  151  i	 36  122  i
 36  229  i	 37  133  i
 37  125  i	 38  135  i
 38  103  i	 39  141  i
 39  134  i	 40  129  i
 40  73  i	 41  163  i
 41  128  i	 42  182  i
 42  156  i	 43  100  i
 43  240  i	 44  106  i
 44  78  i	 45  93  i
 45  90  i	 46  90  i
 46  81  i	 47  84  i
 47  77  i	 48  51  i
 48  153  i	 49  204  i
 49  100  i	 50  125  i
 50  110  i	 51  60  i
 51  59  i	 52  128  i
 52  147  i	 53  113  i
 53  66  i	 54  151  i
 54  181  i	 55  290  i
 55  227  i	 56  165  i
 56  213  i	 57  79  i
 57  94  i	 58  122  i
 58  228  i	 59  130  i
 59  166  i	 60  62  i
 60  89  i	 61  132  i
 61  124  i	 62  106  i
 62  66  i	 63  148  i
 63  64  i	 64  83  i
 64  121  i	 65  85  i
 65  186  i	 66  93  i
 66  60  i	 67  161  i
 67  55  i	 68  158  i
 68  91  i	 69  135  i
 69  140  i	 70  124  i
 70  128  i	 71  127  i
 71  124  i	 72  132  i
 72  108  i	 73  218  i
 73  61  i	 74  127  i
 74  107  i	 75  146  i
 75  88  i	 76  35  i
 76  118  i	 77  112  i
 77  97  i	 78  119  i
 78  46  i	 79  140  i
 79  77  i	 80  124  i
 80  124  i	 81  170  i
 81  204  i	 82  111  i
 82  43  i	 83  163  i
 83  178  i	 84  48  i
 84  207  i	 85  116  i
 85  99  i	 86  99  i
 86  182  i	 87  52  i
 87  72  i	 88  45  i
 88  89  i	 89  209  i
 89  92  i	 90  37  i
 90  213  i	 91  162  i
 91  44  i	 92  106  i
 92  135  i	 93  158  i
 93  178  i	 94  295  i
 94  166  i	 95  49  i
 95  88  i	 96  140  i
 96  221  i	 97  151  i
 97  71  i	 98  132  i
 98  126  i	 99  88  i
 99  49  i	 100  206  i
 100  114  i	 102  90  i
 101  150  i	 103  174  i
 102  97  i	 104  129  i
 103  83  i	 105  157  i
 104  186  i	 106  102  i
 105  109  i	 107  127  i
 106  214  i	 108  68  i
 107  154  i	 109  86  i
 108  77  i	 110  127  i
 109  157  i	 111  148  i
 110  49  i	 112  23  i
 111  90  i	 113  140  i
 112  94  i	 114  172  i
 113  210  i	 115  173  i
 114  34  i	 116  98  i
 115  127  i	 117  10  i
 116  190  i	 118  14  i
 117  263  i	 119  116  i
 118  97  i	 120  224  i
 119  157  i	 121  164  i
 120  62  i	 122  139  i
 121  169  i	 123  126  i
 122  59  i	 124  174  i
 123  82  i	 125  59  i
 124  64  i	 126  142  i
 125  158  i	 127  117  i
 126  280  i	 128  73  i
 127  65  i	 129  135  i
 128  70  i	 130  112  i
 129  132  i	 131  122  i
 130  167  i	 132  45  i
 131  118  i	 133  45  i
 132  191  i	 134  53  i
 133  101  i	 135  95  i
 134  199  i	 136  207  i
 135  45  i	 137  129  i
 136  114  i	 138  170  i
 137  133  i	 139  95  i
 138  72  i	 140  41  i
 139  182  i	 141  186  i
 140  67  i	 142  142  i
 141  73  i	 143  195  i
 142  131  i	 144  80  i
 143  197  i	 145  118  i
 144  132  i	 146  91  i
 145  72  i	 147  167  i
 146  42  i	 148  80  i
 147  86  i	 149  170  i
 148  58  i	 150  128  i
 149  208  i	 151  136  i
 150  80  i	 152  126  i
 151  86  i	 153  91  i
 152  76  i	 154  78  i
 153  78  i	 155  83  i
 154  134  i	 156  125  i
 155  47  i	 157  158  i
 156  254  i	 158  134  i
 157  165  i	 159  47  i
 158  160  i	 160  145  i
 159  106  i	 161  97  i
 160  54  i	 162  168  i
 161  40  i	 163  269  i
 162  43  i	 164  99  i
 163  49  i	 165  145  i
 164  55  i	 166  129  i
 165  166  i	 167  97  i
 166  67  i	 168  141  i
 167  121  i	 169  129  i
 168  124  i	 170  140  i
 169  131  i	 171  91  i
 170  103  i	 172  92  i
 171  135  i	 173  71  i
 172  89  i	 174  73  i
 173  101  i	 175  175  i
 174  80  i	 176  35  i
 175  135  i	 177  41  i
 176  155  i	 178  119  i
 177  138  i	 179  103  i
 178  128  i	 180  91  i
 179  136  i	 181  84  i
 180  159  i	 182  51  i
 181  108  i	 183  54  i
 182  142  i	 184  102  i
 183  79  i	 185  208  i
 184  44  i	 186  229  i
 185  111  i	 187  82  i
 186  122  i	 188  114  i
