	
# Curve 0 of 1, 3038 points	# Curve 0 of 1, 3038 points
# Curve title: "net skip 1 u 1:(1)"	# Curve title: "net skip 1 u 2:(1)"
# x y type	# x y type
 0  394  i	 0  279  i
 1  429  i	 1  203  i
 2  140  i	 2  223  i
 3  193  i	 3  249  i
 4  174  i	 4  173  i
 5  222  i	 5  124  i
 6  166  i	 6  82  i
 7  242  i	 7  220  i
 8  115  i	 8  154  i
 9  123  i	 9  268  i
 10  311  i	 10  267  i
 11  297  i	 11  353  i
 12  186  i	 12  203  i
 13  155  i	 13  294  i
 14  220  i	 14  225  i
 15  178  i	 15  189  i
 16  249  i	 16  276  i
 17  138  i	 17  247  i
 18  146  i	 18  259  i
 19  189  i	 19  108  i
 20  265  i	 20  238  i
 21  155  i	 21  210  i
 22  276  i	 22  132  i
 23  320  i	 23  255  i
 24  166  i	 24  174  i
 25  213  i	 25  180  i
 26  376  i	 26  227  i
 27  159  i	 27  105  i
 28  74  i	 28  160  i
 29  173  i	 29  254  i
 30  214  i	 30  190  i
 31  165  i	 31  125  i
 32  261  i	 32  184  i
 33  248  i	 33  328  i
 34  138  i	 34  302  i
 35  348  i	 35  217  i
 36  328  i	 36  288  i
 37  171  i	 37  197  i
 38  250  i	 38  271  i
 39  353  i	 39  310  i
 40  82  i	 40  141  i
 41  124  i	 41  165  i
 42  264  i	 42  276  i
 43  176  i	 43  119  i
 44  141  i	 44  205  i
 45  320  i	 45  264  i
 46  187  i	 46  188  i
 47  192  i	 47  193  i
 48  214  i	 48  119  i
 49  223  i	 49  154  i
 50  148  i	 50  130  i
 51  134  i	 51  165  i
 52  176  i	 52  151  i
 53  304  i	 53  205  i
 54  303  i	 54  223  i
 55  299  i	 55  197  i
 56  193  i	 56  323  i
 57  91  i	 57  188  i
 58  334  i	 58  189  i
 59  248  i	 59  356  i
 60  276  i	 60  84  i
 61  237  i	 61  203  i
 62  161  i	 62  219  i
 63  107  i	 63  232  i
 64  97  i	 64  300  i
 65  136  i	 65  232  i
 66  115  i	 66  186  i
 67  283  i	 67  201  i
 68  381  i	 68  216  i
 69  147  i	 69  211  i
 70  270  i	 70  144  i
 71  166  i	 71  134  i
 72  298  i	 72  133  i
 73  104  i	 73  242  i
 74  266  i	 74  107  i
 75  260  i	 75  227  i
 76  244  i	 76  103  i
 77  108  i	 77  224  i
 78  94  i	 78  285  i
 79  98  i	 79  169  i
 80  243  i	 80  221  i
 81  144  i	 81  336  i
 82  236  i	 82  212  i
 83  175  i	 83  147  i
 84  62  i	 84  201  i
 85  335  i	 85  181  i
 86  155  i	 86  155  i
 87  301  i	 87  289  i
 88  201  i	 88  228  i
 89  160  i	 89  98  i
 90  89  i	 90  158  i
 91  366  i	 91  196  i
 92  154  i	 92  160  i
 93  103  i	 93  183  i
 94  199  i	 94  280  i
 95  94  i	 95  151  i
 96  54  i	 96  311  i
 97  59  i	 97  283  i
 98  158  i	 98  216  i
 99  436  i	 99  113  i
 100  77  i	 100  209  i
 101  267  i	 101  256  i
 102  298  i	 102  265  i
 103  143  i	 103  243  i
 104  390  i	 104  97  i
 105  233  i	 105  64  i
 106  228  i	 106  105  i
 107  428  i	 107  287  i
 108  115  i	 108  149  i
 109  214  i	 109  194  i
 110  293  i	 110  70  i
 111  135  i	 111  180  i
 112  208  i	 112  206  i
 113  107  i	 113  181  i
 114  112  i	 114  157  i
 115  133  i	 115  316  i
 116  66  i	 116  182  i
 117  105  i	 117  161  i
 118  226  i	 118  110  i
 119  235  i	 119  359  i
 120  109  i	 120  139  i
 121  231  i	 121  273  i
 122  200  i	 122  106  i
 123  217  i	 123  117  i
 124  197  i	 124  252  i
 125  186  i	 125  132  i
 126  344  i	 126  295  i
 127  395  i	 127  300  i
 128  155  i	 128  54  i
 129  133  i	 129  354  i
 130  154  i	 130  183  i
 131  92  i	 131  92  i
 132  140  i	 132  207  i
 133  362  i	 133  289  i
 134  272  i	 134  312  i
 135  514  i	 135  131  i
 136  207  i	 136  251  i
 137  192  i	 137  237  i
 138  168  i	 138  207  i
 139  455  i	 139  198  i
 140  207  i	 140  295  i
 141  259  i	 141  162  i
 142  97  i	 142  145  i
 143  229  i	 143  141  i
 144  292  i	 144  209  i
 145  230  i	 145  128  i
 146  199  i	 146  177  i
 147  116  i	 147  192  i
 148  197  i	 148  154  i
 149  114  i	 149  281  i
 150  152  i	 150  187  i
 151  365  i	 151  160  i
 152  242  i	 152  298  i
 153  213  i	 153  130  i
 154  97  i	 154  228  i
 155  188  i	 155  137  i
 156  231  i	 156  188  i
 157  91  i	 157  204  i
 158  157  i	 158  284  i
 159  116  i	 159  168  i
 160  122  i	 160  176  i
 161  161  i	 161  238  i
 162  144  i	 162  217  i
 163  269  i	 163  288  i
 164  226  i	 164  139  i
 165  215  i	 165  174  i
 166  193  i	 166  78  i
 167  155  i	 167  144  i
 168  335  i	 168  195  i
 169  237  i	 169  261  i
 170  153  i	 170  237  i
 171  122  i	 171  218  i
 172  208  i	 172  220  i
 173  171  i	 173  171  i
 174  152  i	 174  271  i
 175  141  i	 175  283  i
 176  197  i	 176  208  i
 177  221  i	 177  306  i
 178  148  i	 178  173  i
 179  431  i	 179  212  i
 180  210  i	 180  155  i
 181  287  i	 181  222  i
 182  68  i	 182  237  i
 183  453  i	 183  161  i
 184  133  i	 184  211  i
 185  253  i	 185  248  i
