	
# Curve 0 of 1, 3038 points	# Curve 0 of 1, 3038 points
# Curve title: "net skip 1 u 1:(1)"	# Curve title: "net skip 1 u 2:(1)"
# x y type	# x y type
 0  207  i	 0  249  i
 1  229  i	 1  97  i
 2  256  i	 2  257  i
 3  115  i	 3  194  i
 4  106  i	 4  156  i
 5  78  i	 5  303  i
 6  412  i	 6  195  i
 7  152  i	 7  203  i
 8  261  i	 8  171  i
 9  143  i	 9  161  i
 10  131  i	 10  201  i
 11  181  i	 11  190  i
 12  93  i	 12  149  i
 13  125  i	 13  174  i
 14  137  i	 14  137  i
 15  233  i	 15  213  i
 16  177  i	 16  226  i
 17  186  i	 17  186  i
 18  126  i	 18  220  i
 19  99  i	 19  105  i
 20  87  i	 20  272  i
 21  118  i	 21  203  i
 22  263  i	 22  182  i
 23  216  i	 23  87  i
 24  78  i	 24  332  i
 25  466  i	 25  157  i
 26  334  i	 26  125  i
 27  174  i	 27  235  i
 28  189  i	 28  213  i
 29  323  i	 29  124  i
 30  66  i	 30  193  i
 31  124  i	 31  260  i
 32  143  i	 32  193  i
 33  183  i	 33  156  i
 34  244  i	 34  122  i
 35  260  i	 35  220  i
 36  244  i	 36  230  i
 37  58  i	 37  219  i
 38  255  i	 38  143  i
 39  306  i	 39  309  i
 40  341  i	 40  213  i
 41  133  i	 41  254  i
 42  74  i	 42  229  i
 43  139  i	 43  288  i
 44  198  i	 44  270  i
 45  414  i	 45  135  i
 46  116  i	 46  210  i
 47  190  i	 47  220  i
 48  100  i	 48  289  i
 49  285  i	 49  210  i
 50  136  i	 50  177  i
 51  271  i	 51  183  i
 52  150  i	 52  167  i
 53  191  i	 53  88  i
 54  159  i	 54  183  i
 55  229  i	 55  326  i
 56  214  i	 56  155  i
 57  264  i	 57  139  i
 58  190  i	 58  180  i
 59  208  i	 59  108  i
 60  154  i	 60  105  i
 61  175  i	 61  151  i
 62  76  i	 62  187  i
 63  253  i	 63  162  i
 64  69  i	 64  211  i
 65  124  i	 65  169  i
 66  256  i	 66  216  i
 67  207  i	 67  240  i
 68  133  i	 68  229  i
 69  250  i	 69  227  i
 70  152  i	 70  203  i
 71  135  i	 71  185  i
 72  103  i	 72  249  i
 73  299  i	 73  224  i
 74  142  i	 74  183  i
 75  87  i	 75  226  i
 76  236  i	 76  137  i
 77  90  i	 77  251  i
 78  130  i	 78  110  i
 79  359  i	 79  184  i
 80  282  i	 80  102  i
 81  153  i	 81  227  i
 82  184  i	 82  137  i
 83  243  i	 83  167  i
 84  202  i	 84  241  i
 85  249  i	 85  151  i
 86  241  i	 86  263  i
 87  321  i	 87  253  i
 88  212  i	 88  115  i
 89  184  i	 89  213  i
 90  198  i	 90  141  i
 91  140  i	 91  216  i
 92  118  i	 92  193  i
 93  177  i	 93  205  i
 94  229  i	 94  230  i
 95  190  i	 95  219  i
 96  167  i	 96  237  i
 97  262  i	 97  170  i
 98  275  i	 98  164  i
 99  202  i	 99  182  i
 100  297  i	 100  213  i
 101  186  i	 101  167  i
 102  207  i	 102  252  i
 103  267  i	 103  197  i
 104  271  i	 104  157  i
 105  128  i	 105  152  i
 106  96  i	 106  109  i
 107  204  i	 107  207  i
 108  408  i	 108  82  i
 109  161  i	 109  237  i
 110  162  i	 110  144  i
 111  137  i	 111  194  i
 112  355  i	 112  227  i
 113  250  i	 113  192  i
 114  140  i	 114  207  i
 115  206  i	 115  127  i
 116  94  i	 116  202  i
 117  325  i	 117  127  i
 118  149  i	 118  232  i
 119  247  i	 119  234  i
 120  269  i	 120  234  i
 121  117  i	 121  269  i
 122  113  i	 122  206  i
 123  224  i	 123  167  i
 124  267  i	 124  294  i
 125  84  i	 125  192  i
 126  324  i	 126  151  i
 127  313  i	 127  151  i
 128  281  i	 128  268  i
 129  139  i	 129  102  i
 130  332  i	 130  171  i
 131  232  i	 131  250  i
 132  164  i	 132  199  i
 133  223  i	 133  226  i
 134  352  i	 134  138  i
 135  187  i	 135  133  i
 136  90  i	 136  225  i
 137  153  i	 137  291  i
 138  103  i	 138  235  i
 139  203  i	 139  148  i
 140  170  i	 140  246  i
 141  214  i	 141  92  i
 142  164  i	 142  220  i
 143  108  i	 143  194  i
 144  188  i	 144  127  i
 145  235  i	 145  197  i
 146  251  i	 146  120  i
 147  219  i	 147  233  i
 148  170  i	 148  208  i
 149  69  i	 149  296  i
 150  155  i	 150  209  i
 151  149  i	 151  350  i
 152  279  i	 152  217  i
 153  170  i	 153  249  i
 154  121  i	 154  153  i
 155  157  i	 155  163  i
 156  404  i	 156  116  i
 157  127  i	 157  138  i
 158  255  i	 158  221  i
 159  127  i	 159  125  i
 160  296  i	 160  208  i
 161  178  i	 161  266  i
 162  232  i	 162  208  i
 163  266  i	 163  220  i
 164  233  i	 164  158  i
 165  250  i	 165  176  i
 166  213  i	 166  199  i
 167  373  i	 167  262  i
 168  117  i	 168  131  i
 169  111  i	 169  152  i
 170  196  i	 170  144  i
 171  136  i	 171  223  i
 172  318  i	 172  173  i
 173  127  i	 173  137  i
 174  269  i	 174  203  i
 175  382  i	 175  267  i
 176  254  i	 176  238  i
 177  68  i	 177  193  i
 178  206  i	 178  105  i
 179  145  i	 179  163  i
 180  73  i	 180  120  i
 181  214  i	 181  264  i
 182  58  i	 182  173  i
 183  141  i	 183  251  i
 184  58  i	 184  253  i
 185  281  i	 185  148  i
