
# Curve 0 of 1, 3038 points
# Curve title: "net skip 1 u 1:(1)"
# x y type
 0  89  i
 1  134  i
 2  52  i
 3  53  i
 4  286  i
 5  108  i
 6  202  i
 7  96  i
 8  87  i
 9  71  i
 10  55  i
 11  103  i
 12  78  i
 13  128  i
 14  105  i
 15  180  i
 16  57  i
 17  74  i
 18  178  i
 19  191  i
 20  133  i
 21  68  i
 22  119  i
 23  121  i
 24  98  i
 25  90  i
 26  68  i
 27  234  i
 28  79  i
 29  134  i
 30  85  i
 31  119  i
 32  200  i
 33  61  i
 34  118  i
 35  64  i
 36  85  i
 37  98  i
 38  172  i
 39  66  i
 40  78  i
 41  43  i
 42  73  i
 43  93  i
 44  95  i
 45  120  i
 46  91  i
 47  92  i
 48  135  i
 49  120  i
 50  197  i
 51  97  i
 52  113  i
 53  30  i
 54  97  i
 55  72  i
 56  156  i
 57  107  i
 58  69  i
 59  195  i
 60  67  i
 61  91  i
 62  75  i
 63  95  i
 64  89  i
 65  135  i
 66  138  i
 67  61  i
 68  83  i
 69  36  i
 70  33  i
 71  164  i
 72  143  i
 73  133  i
 74  49  i
 75  166  i
 76  113  i
 77  87  i
 78  72  i
 79  125  i
 80  106  i
 81  42  i
 82  188  i
 83  38  i
 84  228  i
 85  132  i
 86  77  i
 87  118  i
 88  37  i
 89  129  i
 90  177  i
 91  78  i
 92  244  i
 93  169  i
 94  80  i
 95  152  i
 96  163  i
 97  74  i
 98  148  i
 99  202  i
 100  71  i
 101  96  i
 102  87  i
 103  116  i
 104  74  i
 105  137  i
 106  170  i
 107  176  i
 108  135  i
 109  88  i
 110  128  i
 111  110  i
 112  180  i
 113  110  i
 114  63  i
 115  85  i
 116  184  i
 117  80  i
 118  117  i
 119  73  i
 120  152  i
 121  139  i
 122  148  i
 123  79  i
 124  42  i
 125  106  i
 126  95  i
 127  78  i
 128  299  i
 129  120  i
 130  194  i
 131  156  i
 132  129  i
 133  129  i
 134  52  i
 135  101  i
 136  133  i
 137  90  i
 138  83  i
 139  67  i
 140  185  i
 141  48  i
 142  130  i
 143  130  i
 144  150  i
 145  213  i
 146  101  i
 147  64  i
 148  204  i
 149  50  i
 150  91  i
 151  52  i
 152  171  i
 153  30  i
 154  141  i
 155  68  i
 156  104  i
 157  43  i
 158  66  i
 159  105  i
 160  65  i
 161  33  i
 162  101  i
 163  92  i
 164  101  i
 165  97  i
 166  160  i
 167  114  i
 168  142  i
 169  166  i
 170  77  i
 171  102  i
 172  47  i
 173  114  i
 174  72  i
 175  105  i
 176  56  i
 177  236  i
 178  115  i
 179  42  i
 180  33  i
 181  131  i
 182  148  i
 183  82  i
 184  102  i
 185  88  i
 186  69  i
 187  230  i
 188  137  i
 189  21  i
 190  57  i
 191  50  i
 192  59  i
 193  30  i
 194  131  i
 195  36  i
 196  25  i
